X0 X1 X2
X2723 115 117
X2724 121 135
X2725 114 123
X2726 119 135
X2727 111 122
X2728 117 125
X2729 117 135
X2730 132 151
X2731 117 132
X2732 139 149
X2733 133 151
X2734 144 160
X2735 113 114
X2736 115 119
X2737 110 117
X2738 119 131
X2739 123 125
X2740 124 130
X2741 135 150
X2742 138 150
X2743 109 125
X2744 112 124
X2745 117 123
X2746 126 141
X2747 129 144
X2748 141 148
X2749 139 140
X2750 136 152
X2751 81 94
X2752 96 103
X2753 100 106
X2754 107 124
X2755 104 110
X2756 114 131
X2757 108 117
X2758 120 126
X2759 103 109
X2760 108 112
X2761 110 114
X2762 121 134
X2763 109 116
X2764 123 123
X2765 122 139
X2766 133 141
X2767 104 106
X2768 108 127
X2769 113 132
X2770 129 137
X2771 109 121
X2772 130 137
X2773 132 135
X2774 142 147
X2775 110 124
X2776 119 126
X2777 128 131
X2778 128 148
X2779 115 127
X2780 123 134
X2781 138 145
X2782 140 143
X2783 106 112
X2784 113 114
X2785 116 128
X2786 123 143
X2787 109 123
X2788 129 134
X2789 120 124
X2790 135 141
X2791 113 120
X2792 131 134
X2793 123 127
X2794 131 145
X2795 129 133
X2796 137 141
X2797 142 144
X2798 155 168
X2799 113 115
X2800 122 137
X2801 112 123
X2802 135 139
X2803 130 131
X2804 138 157
X2805 147 152
X2806 143 162
X2807 121 130
X2808 116 135
X2809 129 141
X2810 144 146
X2811 132 153
X2812 139 154
X2813 134 144
X2814 145 162
X2815 88 92
X2816 98 98
X2817 100 112
X2818 104 108
X2819 95 103
X2820 99 115
X2821 105 122
X2822 113 119
X2823 95 102
X2824 93 107
X2825 108 116
X2826 113 127
X2827 103 104
X2828 115 120
X2829 119 121
X2830 113 130
X2831 107 116
X2832 111 123
X2833 108 122
X2834 115 129
X2835 97 111
X2836 111 125
X2837 118 125
X2838 123 142
X2839 107 124
X2840 115 133
X2841 118 130
X2842 135 144
X2843 120 131
X2844 132 150
X2845 127 133
X2846 133 141
X2847 82 83
X2848 93 96
X2849 89 90
X2850 103 104
X2851 95 99
X2852 95 107
X2853 102 114
X2854 122 123
X2855 106 112
X2856 108 110
X2857 112 116
X2858 122 127
X2859 101 110
X2860 111 119
X2861 114 124
X2862 135 138
X2863 107 109
X2864 111 125
X2865 103 119
X2866 120 136
X2867 101 110
X2868 119 120
X2869 124 130
X2870 124 139
X2871 107 114
X2872 116 132
X2873 121 136
X2874 129 147
X2875 121 129
X2876 134 144
X2877 134 151
X2878 149 170
X2879 96 104
X2880 112 118
X2881 110 116
X2882 109 119
X2883 104 120
X2884 109 122
X2885 112 124
X2886 118 138
X2887 116 117
X2888 117 129
X2889 123 132
X2890 128 139
X2891 113 118
X2892 122 138
X2893 121 137
X2894 138 150
X2895 111 129
X2896 117 132
X2897 129 138
X2898 128 147
X2899 121 140
X2900 133 142
X2901 128 146
X2902 143 159
X2903 113 131
X2904 132 149
X2905 144 146
X2906 147 160
X2907 145 161
X2908 146 168
X2909 146 168
X2910 157 165
X2911 119 120
X2912 131 133
X2913 122 132
X2914 135 153
X2915 129 140
X2916 132 145
X2917 135 136
X2918 144 166
X2919 122 133
X2920 126 134
X2921 134 144
X2922 148 167
X2923 120 130
X2924 128 142
X2925 136 147
X2926 148 163
X2927 126 127
X2928 124 134
X2929 138 151
X2930 141 157
X2931 115 131
X2932 139 142
X2933 145 146
X2934 145 153
X2935 145 151
X2936 148 158
X2937 140 157
X2938 151 155
X2939 137 148
X2940 153 155
X2941 151 160
X2942 158 175
X2943 94 104
X2944 101 113
X2945 106 115
X2946 110 125
X2947 106 115
X2948 111 126
X2949 120 129
X2950 129 148
X2951 109 110
X2952 124 131
X2953 122 134
X2954 125 139
X2955 115 132
X2956 128 129
X2957 123 141
X2958 137 147
X2959 108 120
X2960 125 134
X2961 130 141
X2962 144 144
X2963 123 136
X2964 139 158
X2965 133 154
X2966 163 164
X2967 124 138
X2968 128 135
X2969 141 154
X2970 140 159
X2971 127 131
X2972 130 149
X2973 146 160
X2974 158 165
X2975 111 120
X2976 116 121
X2977 107 123
X2978 123 143
X2979 119 132
X2980 121 141
X2981 138 152
X2982 145 164
X2983 107 112
X2984 117 126
X2985 121 133
X2986 131 151
X2987 126 135
X2988 144 149
X2989 134 145
X2990 136 143
X2991 129 129
X2992 134 135
X2993 137 137
X2994 140 145
X2995 139 140
X2996 133 151
X2997 158 158
X2998 156 163
X2999 149 152
X3000 148 158
X3001 144 144
X3002 161 171
X3003 155 169
X3004 180 181
X3005 161 183
X3006 167 183
X3007 116 127
X3008 131 144
X3009 125 144
X3010 146 155
X3011 122 135
X3012 139 157
X3013 136 137
X3014 145 156
X3015 135 135
X3016 138 139
X3017 128 147
X3018 135 151
X3019 150 150
X3020 152 155
X3021 143 160
X3022 155 170
X3023 128 130
X3024 125 143
X3025 135 143
X3026 155 165
X3027 141 148
X3028 152 157
X3029 157 157
X3030 166 193
X3031 132 146
X3032 144 151
X3033 136 150
X3034 160 169
X3035 135 145
X3036 142 148
X3037 153 162
X3038 162 176
X3039 118 131
X3040 121 142
X3041 133 146
X3042 143 162
X3043 141 149
X3044 157 161
X3045 151 170
X3046 164 165
X3047 119 133
X3048 143 148
X3049 137 142
X3050 158 160
X3051 147 156
X3052 155 159
X3053 146 150
X3054 169 175
X3055 147 153
X3056 142 160
X3057 146 165
X3058 157 171
X3059 162 164
X3060 174 180
X3061 156 161
X3062 182 182
X3063 150 162
X3064 168 187
X3065 160 181
X3066 194 195
X3067 164 179
X3068 195 195
X3069 201 201
X3070 198 205
X3071 96 105
X3072 108 114
X3073 105 109
X3074 106 120
X3075 91 104
X3076 107 107
X3077 101 113
X3078 116 126
X3079 97 100
X3080 112 112
X3081 109 119
X3082 118 131
X3083 109 127
X3084 113 128
X3085 120 125
X3086 128 133
X3087 117 119
X3088 119 128
X3089 123 130
X3090 121 136
X3091 117 125
X3092 132 140
X3093 127 130
X3094 136 148
X3095 112 122
X3096 130 140
X3097 141 143
X3098 138 154
X3099 120 128
X3100 141 148
X3101 130 134
X3102 144 145
X3103 103 118
X3104 112 116
X3105 103 118
X3106 122 136
X3107 100 110
X3108 113 128
X3109 114 132
X3110 131 151
X3111 113 131
X3112 118 136
X3113 118 135
X3114 130 145
X3115 126 135
X3116 138 148
X3117 152 161
X3118 150 170
X3119 112 116
X3120 116 122
X3121 115 125
X3122 114 126
X3123 124 131
X3124 136 144
X3125 130 130
X3126 143 152
X3127 103 119
X3128 127 132
X3129 113 125
X3130 137 140
X3131 123 141
X3132 132 138
X3133 127 134
X3134 140 161
X3135 108 122
X3136 120 125
X3137 115 115
X3138 129 140
X3139 121 132
X3140 125 141
X3141 126 131
X3142 132 146
X3143 112 126
X3144 130 136
X3145 126 126
X3146 124 137
X3147 120 135
X3148 131 152
X3149 140 147
X3150 142 145
X3151 116 121
X3152 113 128
X3153 126 133
X3154 128 144
X3155 124 129
X3156 130 144
X3157 126 127
X3158 133 142
X3159 118 126
X3160 132 148
X3161 130 138
X3162 144 160
X3163 134 149
X3164 143 164
X3165 148 161
X3166 149 167
X3167 114 122
X3168 131 140
X3169 134 138
X3170 135 141
X3171 118 128
X3172 126 127
X3173 139 147
X3174 143 146
X3175 132 144
X3176 138 144
X3177 132 133
X3178 142 157
X3179 147 152
X3180 159 169
X3181 150 174
X3182 163 173
X3183 144 156
X3184 140 162
X3185 142 159
X3186 147 170
X3187 134 156
X3188 148 161
X3189 154 176
X3190 177 178
X3191 132 137
X3192 135 148
X3193 155 156
X3194 150 171
X3195 155 164
X3196 162 174
X3197 162 180
X3198 164 191
X3199 97 104
X3200 102 102
X3201 102 114
X3202 112 117
X3203 99 108
X3204 113 124
X3205 104 115
X3206 121 132
X3207 89 99
X3208 98 104
X3209 100 115
X3210 109 115
X3211 99 109
X3212 109 125
X3213 111 128
X3214 131 147
X3215 111 118
X3216 112 123
X3217 107 116
X3218 122 138
X3219 116 134
X3220 127 145
X3221 117 128
X3222 139 141
X3223 112 127
X3224 125 141
X3225 121 124
X3226 123 139
X3227 120 125
X3228 122 142
X3229 131 144
X3230 133 147
X3231 109 120
X3232 120 124
X3233 105 119
X3234 121 133
X3235 116 134
X3236 141 144
X3237 124 130
X3238 142 143
X3239 122 124
X3240 125 129
X3241 117 132
X3242 128 131
X3243 129 144
X3244 137 141
X3245 128 140
X3246 148 153
X3247 115 120
X3248 118 129
X3249 122 124
X3250 119 128
X3251 125 134
X3252 141 153
X3253 130 141
X3254 144 165
X3255 125 128
X3256 120 135
X3257 129 144
X3258 144 144
X3259 131 138
X3260 132 145
X3261 142 145
X3262 143 144
X3263 123 127
X3264 135 135
X3265 121 134
X3266 139 151
X3267 124 135
X3268 128 139
X3269 124 137
X3270 136 153
X3271 126 141
X3272 128 140
X3273 143 162
X3274 149 169
X3275 135 153
X3276 141 163
X3277 147 159
X3278 160 182
X3279 122 124
X3280 129 142
X3281 118 133
X3282 143 144
X3283 134 152
X3284 148 163
X3285 147 151
X3286 152 173
X3287 131 146
X3288 152 157
X3289 146 146
X3290 155 163
X3291 156 165
X3292 171 174
X3293 153 177
X3294 165 177
X3295 110 123
X3296 128 136
X3297 120 134
X3298 136 150
X3299 130 151
X3300 134 151
X3301 152 160
X3302 165 173
X3303 126 146
X3304 145 154
X3305 125 141
X3306 147 163
X3307 117 135
X3308 139 144
X3309 135 158
X3310 158 164
X3311 131 139
X3312 132 148
X3313 150 156
X3314 159 180
X3315 135 145
X3316 154 157
X3317 148 163
X3318 152 159
X3319 122 141
X3320 153 155
X3321 142 165
X3322 142 165
X3323 146 151
X3324 150 160
X3325 138 148
X3326 159 174
X3327 98 108
X3328 100 110
X3329 105 108
X3330 118 129
X3331 97 107
X3332 102 117
X3333 116 116
X3334 117 118
X3335 108 117
X3336 119 136
X3337 114 127
X3338 114 132
X3339 121 136
X3340 135 143
X3341 131 144
X3342 144 145
X3343 116 123
X3344 117 125
X3345 115 130
X3346 135 137
X3347 116 127
X3348 139 145
X3349 116 135
X3350 134 148
X3351 122 126
X3352 121 128
X3353 123 135
X3354 129 138
X3355 126 133
X3356 132 139
X3357 129 138
X3358 139 155
X3359 99 114
X3360 114 121
X3361 116 116
X3362 119 127
X3363 111 114
X3364 117 129
X3365 111 124
X3366 120 120
X3367 102 119
X3368 103 118
X3369 117 119
X3370 120 133
X3371 116 121
X3372 117 121
X3373 122 130
X3374 130 141
X3375 109 119
X3376 129 136
X3377 119 135
X3378 128 129
X3379 124 127
X3380 132 144
X3381 130 142
X3382 129 146
X3383 127 132
X3384 140 156
X3385 148 155
X3386 144 164
X3387 128 133
X3388 140 143
X3389 138 157
X3390 153 177
X3391 107 123
X3392 116 126
X3393 116 128
X3394 129 135
X3395 115 125
X3396 131 133
X3397 129 134
X3398 145 155
X3399 118 122
X3400 125 143
X3401 127 127
X3402 134 150
X3403 136 137
X3404 153 160
X3405 135 156
X3406 155 163
X3407 114 121
X3408 122 124
X3409 113 125
X3410 122 128
X3411 121 128
X3412 142 145
X3413 130 134
X3414 144 160
X3415 130 150
X3416 145 158
X3417 142 158
X3418 152 160
X3419 134 152
X3420 144 144
X3421 156 160
X3422 159 166
X3423 134 143
X3424 148 159
X3425 137 141
X3426 152 165
X3427 143 149
X3428 157 173
X3429 143 164
X3430 152 176
X3431 142 142
X3432 149 173
X3433 145 154
X3434 153 159
X3435 134 137
X3436 139 156
X3437 150 155
X3438 174 181
X3439 118 138
X3440 137 137
X3441 133 155
X3442 143 146
X3443 151 151
X3444 158 179
X3445 147 164
X3446 169 169
X3447 143 146
X3448 151 166
X3449 150 173
X3450 175 177
X3451 154 156
X3452 153 164
X3453 143 167
X3454 171 177
X3455 93 103
X3456 102 109
X3457 103 119
X3458 119 122
X3459 102 116
X3460 113 119
X3461 116 133
X3462 123 129
X3463 102 102
X3464 114 121
X3465 118 121
X3466 125 126
X3467 114 130
X3468 125 132
X3469 136 149
X3470 143 158
X3471 114 119
X3472 127 143
X3473 125 129
X3474 126 140
X3475 114 119
X3476 125 132
X3477 127 137
X3478 145 148
X3479 122 132
X3480 137 143
X3481 136 152
X3482 156 170
X3483 133 134
X3484 129 144
X3485 144 164
X3486 156 169
X3487 101 110
X3488 111 116
X3489 99 113
X3490 114 116
X3491 114 127
X3492 126 130
X3493 121 123
X3494 139 139
X3495 110 110
X3496 110 121
X3497 118 129
X3498 135 139
X3499 109 124
X3500 112 125
X3501 119 133
X3502 131 151
X3503 111 122
X3504 131 139
X3505 127 141
X3506 136 145
X3507 126 127
X3508 137 151
X3509 137 145
X3510 146 160
X3511 137 149
X3512 132 155
X3513 132 153
X3514 150 165
X3515 126 138
X3516 149 150
X3517 145 154
X3518 160 164
X3519 109 115
X3520 127 134
X3521 114 124
X3522 133 136
X3523 114 130
X3524 125 141
X3525 134 143
X3526 147 147
X3527 111 122
X3528 129 142
X3529 110 125
X3530 131 142
X3531 119 126
X3532 133 141
X3533 139 152
X3534 143 162
X3535 117 117
X3536 124 126
X3537 123 130
X3538 134 143
X3539 122 129
X3540 140 154
X3541 132 135
X3542 137 160
X3543 132 135
X3544 138 147
X3545 150 153
X3546 150 159
X3547 139 154
X3548 150 153
X3549 135 155
X3550 156 162
X3551 115 128
X3552 130 132
X3553 126 142
X3554 131 151
X3555 121 134
X3556 140 143
X3557 137 147
X3558 151 167
X3559 139 146
X3560 150 164
X3561 144 155
X3562 154 155
X3563 141 151
X3564 158 159
X3565 163 174
X3566 176 176
X3567 113 124
X3568 132 141
X3569 122 136
X3570 141 155
X3571 122 138
X3572 144 156
X3573 160 163
X3574 156 174
X3575 135 147
X3576 139 146
X3577 141 164
X3578 168 173
X3579 157 166
X3580 174 190
X3581 168 174
X3582 176 202
X3583 89 95
X3584 96 105
X3585 98 106
X3586 98 106
X3587 95 101
X3588 100 113
X3589 98 114
X3590 103 111
X3591 94 108
X3592 118 119
X3593 102 108
X3594 107 122
X3595 96 107
X3596 113 123
X3597 115 120
X3598 119 121
X3599 98 105
X3600 109 116
X3601 104 117
X3602 109 121
X3603 107 108
X3604 113 129
X3605 121 123
X3606 115 134
X3607 97 108
X3608 111 122
X3609 109 126
X3610 125 141
X3611 110 112
X3612 124 124
X3613 114 122
X3614 113 125
X3615 94 101
X3616 100 113
X3617 103 106
X3618 110 119
X3619 102 114
X3620 120 133
X3621 109 116
X3622 122 131
X3623 101 104
X3624 109 128
X3625 95 110
X3626 116 122
X3627 103 105
X3628 107 109
X3629 108 124
X3630 122 137
X3631 89 93
X3632 96 109
X3633 96 106
X3634 112 117
X3635 101 105
X3636 101 112
X3637 106 114
X3638 116 135
X3639 101 113
X3640 119 127
X3641 119 121
X3642 128 132
X3643 100 114
X3644 114 132
X3645 121 136
X3646 123 136
X3647 93 100
X3648 111 113
X3649 109 115
X3650 121 134
X3651 109 116
X3652 121 123
X3653 123 135
X3654 125 137
X3655 112 116
X3656 115 120
X3657 114 131
X3658 121 128
X3659 102 109
X3660 117 127
X3661 115 133
X3662 123 131
X3663 115 124
X3664 122 132
X3665 111 128
X3666 134 137
X3667 127 131
X3668 130 131
X3669 121 133
X3670 135 142
X3671 101 118
X3672 127 129
X3673 131 143
X3674 135 146
X3675 118 124
X3676 124 143
X3677 133 155
X3678 153 155
X3679 105 114
X3680 121 124
X3681 116 130
X3682 130 149
X3683 118 120
X3684 127 136
X3685 126 139
X3686 144 166
X3687 132 138
X3688 125 145
X3689 133 133
X3690 137 140
X3691 127 128
X3692 127 139
X3693 141 146
X3694 135 158
X3695 123 123
X3696 114 132
X3697 117 119
X3698 126 141
X3699 121 132
X3700 135 157
X3701 126 147
X3702 157 158
X3703 124 124
X3704 133 149
X3705 133 144
X3706 135 150
X3707 134 139
X3708 139 149
X3709 134 157
X3710 144 157
X3711 85 92
X3712 89 100
X3713 87 99
X3714 101 101
X3715 91 104
X3716 102 110
X3717 105 110
X3718 119 119
X3719 94 103
X3720 100 111
X3721 104 108
X3722 111 129
X3723 109 114
X3724 115 127
X3725 112 116
X3726 130 134
X3727 100 105
X3728 108 124
X3729 113 119
X3730 109 124
X3731 118 133
X3732 128 138
X3733 120 126
X3734 141 145
X3735 103 116
X3736 119 130
X3737 113 116
X3738 129 137
X3739 107 118
X3740 123 131
X3741 117 122
X3742 132 147
X3743 102 111
X3744 108 121
X3745 116 117
X3746 123 129
X3747 117 122
X3748 116 134
X3749 123 138
X3750 129 132
X3751 103 116
X3752 124 124
X3753 118 134
X3754 138 152
X3755 128 140
X3756 148 148
X3757 150 150
X3758 152 153
X3759 110 111
X3760 117 122
X3761 125 139
X3762 128 137
X3763 113 128
X3764 128 141
X3765 130 137
X3766 153 158
X3767 109 113
X3768 122 125
X3769 126 144
X3770 133 139
X3771 130 147
X3772 140 140
X3773 129 150
X3774 150 150
X3775 106 117
X3776 122 122
X3777 111 128
X3778 120 136
X3779 119 134
X3780 125 143
X3781 124 124
X3782 128 146
X3783 116 124
X3784 139 139
X3785 131 139
X3786 135 147
X3787 124 133
X3788 138 140
X3789 132 139
X3790 140 151
X3791 113 129
X3792 128 137
X3793 125 139
X3794 144 163
X3795 137 138
X3796 134 145
X3797 142 157
X3798 158 158
X3799 139 162
X3800 148 160
X3801 138 159
X3802 167 169
X3803 136 156
X3804 149 149
X3805 143 168
X3806 172 186
X3807 119 125
X3808 134 141
X3809 131 132
X3810 126 147
X3811 122 134
X3812 131 137
X3813 133 135
X3814 141 164
X3815 128 135
X3816 135 147
X3817 145 148
X3818 167 170
X3819 139 153
X3820 150 162
X3821 159 184
X3822 170 181
X3823 117 134
X3824 124 143
X3825 126 136
X3826 140 140
X3827 126 142
X3828 144 168
X3829 130 142
X3830 150 158
X3831 138 157
X3832 158 160
X3833 148 159
X3834 162 179
X3835 147 149
X3836 146 167
X3837 164 171
X3838 177 202
X3839 90 99
X3840 104 107
X3841 96 104
X3842 105 120
X3843 98 105
X3844 108 124
X3845 112 123
X3846 117 136
X3847 93 107
X3848 108 125
X3849 106 123
X3850 111 122
X3851 123 124
X3852 122 135
X3853 123 125
X3854 136 145
X3855 105 107
X3856 112 129
X3857 107 124
X3858 127 137
X3859 108 119
X3860 121 123
X3861 123 131
X3862 131 141
X3863 118 132
X3864 122 143
X3865 123 141
X3866 139 144
X3867 136 141
X3868 147 154
X3869 137 147
X3870 154 156
X3871 116 119
X3872 135 139
X3873 128 132
X3874 137 148
X3875 131 154
X3876 141 155
X3877 145 150
X3878 162 163
X3879 125 127
X3880 127 132
X3881 132 141
X3882 130 148
X3883 133 144
X3884 159 163
X3885 143 159
X3886 157 164
X3887 119 136
X3888 132 139
X3889 131 142
X3890 131 149
X3891 139 147
X3892 152 160
X3893 139 162
X3894 154 171
X3895 120 139
X3896 135 148
X3897 143 143
X3898 151 171
X3899 126 143
X3900 149 165
X3901 142 148
X3902 144 164
X3903 123 130
X3904 126 138
X3905 123 126
X3906 132 141
X3907 132 138
X3908 142 146
X3909 140 162
X3910 157 177
X3911 127 139
X3912 132 153
X3913 142 149
X3914 157 174
X3915 134 138
X3916 145 169
X3917 135 141
X3918 149 172
X3919 114 130
X3920 129 137
X3921 125 140
X3922 134 140
X3923 135 137
X3924 142 157
X3925 142 150
X3926 156 161
X3927 129 135
X3928 126 139
X3929 136 158
X3930 151 172
X3931 152 167
X3932 160 161
X3933 153 158
X3934 169 186
X3935 119 134
X3936 135 155
X3937 127 138
X3938 134 147
X3939 135 135
X3940 138 144
X3941 144 161
X3942 167 168
X3943 142 147
X3944 155 155
X3945 148 159
X3946 165 166
X3947 143 163
X3948 158 159
X3949 154 166
X3950 169 180
X3951 125 138
X3952 123 142
X3953 130 136
X3954 144 144
X3955 141 141
X3956 152 157
X3957 155 159
X3958 152 169
X3959 148 148
X3960 155 160
X3961 155 169
X3962 165 183
X3963 145 156
X3964 158 169
X3965 150 157
X3966 176 182
X3967 111 124
X3968 121 130
X3969 124 138
X3970 126 142
X3971 129 142
X3972 133 152
X3973 141 142
X3974 154 155
X3975 115 132
X3976 138 143
X3977 139 151
X3978 153 171
X3979 123 128
X3980 134 145
X3981 142 164
X3982 151 162
X3983 133 147
X3984 132 155
X3985 146 146
X3986 161 162
X3987 139 152
X3988 153 157
X3989 159 175
X3990 163 184
X3991 140 161
X3992 172 172
X3993 159 172
X3994 154 179
X3995 151 171
X3996 180 190
X3997 164 179
X3998 184 191
X3999 115 130
X4000 131 134
X4001 127 143
X4002 147 153
X4003 133 151
X4004 137 150
X4005 133 136
X4006 150 154
X4007 121 132
X4008 148 148
X4009 143 161
X4010 151 162
X4011 149 160
X4012 145 170
X4013 153 175
X4014 178 184
X4015 125 131
X4016 136 143
X4017 148 148
X4018 142 159
X4019 136 153
X4020 148 162
X4021 157 168
X4022 164 179
X4023 154 159
X4024 166 179
X4025 145 160
X4026 170 184
X4027 162 166
X4028 162 180
X4029 153 170
X4030 175 190
X4031 121 125
X4032 137 147
X4033 135 139
X4034 140 150
X4035 124 144
X4036 149 161
X4037 143 152
X4038 158 160
X4039 128 136
X4040 143 145
X4041 126 143
X4042 138 149
X4043 135 153
X4044 146 170
X4045 148 167
X4046 154 177
X4047 117 120
X4048 129 145
X4049 131 144
X4050 138 150
X4051 117 121
X4052 136 143
X4053 128 148
X4054 157 166
X4055 128 146
X4056 143 164
X4057 155 158
X4058 154 178
X4059 138 160
X4060 156 159
X4061 160 168
X4062 185 185
X4063 130 133
X4064 141 153
X4065 131 148
X4066 144 169
X4067 148 154
X4068 158 176
X4069 142 154
X4070 164 178
X4071 153 157
X4072 163 176
X4073 173 173
X4074 173 177
X4075 165 167
X4076 161 173
X4077 162 183
X4078 193 193
X4079 147 153
X4080 154 174
X4081 154 169
X4082 170 189
X4083 143 160
X4084 158 169
X4085 167 174
X4086 193 197
X4087 154 156
X4088 162 182
X4089 172 175
X4090 171 192
X4091 158 179
X4092 181 189
X4093 187 198
X4094 212 226
